id,restaurant_name,menu_item,Calories,Carbs,Protein,Fat,restaurant_id
1405,Uncle Chen's Chinese Restaurant,Steamed Chinese Vegetables 水煮素什錦,200,40,5,2,10
1406,Uncle Chen's Chinese Restaurant,Steamed Chicken with Mixed Vegetables 水煮什菜雞,250,10,35,7,10
1407,Uncle Chen's Chinese Restaurant,Broccoli in Garlic Sauce 魚香芥蘭,200,18,7,12,10
1408,Uncle Chen's Chinese Restaurant,Tofu - General Tso's Tofu 左宗豆腐,900,90,25,50,10
1409,Uncle Chen's Chinese Restaurant,Dry Sauteed String Bean 乾扁四季豆,220,18,3,16,10
1410,Uncle Chen's Chinese Restaurant,Ma-Po's Tofu 麻婆豆腐,300,15,18,18,10
1411,Uncle Chen's Chinese Restaurant,Stir Fried Bok Choy 蒜炒上海青,200,15,6,14,10
1412,Uncle Chen's Chinese Restaurant,Buddha's Delight 素什錦,200,45,5,1,10
1413,Uncle Chen's Chinese Restaurant,Tofu with Hot Sichuan Sauce 四川豆腐,320,25,20,18,10
1414,Uncle Chen's Chinese Restaurant,Pan-fried Tofu With Scallion 蔥燒豆腐,200,10,12,14,10
1415,Uncle Chen's Chinese Restaurant,Family Style Tofu 家常豆腐,320,20,15,20,10
1416,Uncle Chen's Chinese Restaurant,Sweet & Sour Tofu 糖醋豆腐,430,58,12,16,10
1417,Uncle Chen's Chinese Restaurant,Kung Pao Tofu 宮保豆腐,450,45,16,24,10
1418,Uncle Chen's Chinese Restaurant,Moo Shu Vegetables 木須菜,200,24,6,9,10
1419,Uncle Chen's Chinese Restaurant,Black Pepper Tofu 黑椒豆腐,260,15,18,16,10
1420,Uncle Chen's Chinese Restaurant,Tofu with Taiwanese BBQ Sauce 沙茶豆腐,260,15,18,16,10
1421,Uncle Chen's Chinese Restaurant,Tofu and Mushroom 蘑菇豆腐,220,15,12,14,10
1422,Uncle Chen's Chinese Restaurant,Bean Curd with Chinese Pickled Pepper 泡椒豆干,180,10,12,10,10
1423,Uncle Chen's Chinese Restaurant,Stir-fried Pea Shoots With Garlic 蒜炒豆苗,200,10,5,16,10
1424,Uncle Chen's Chinese Restaurant,Tofu with Black Bean Sauce 豆豉豆腐,280,20,18,16,10
1425,Uncle Chen's Chinese Restaurant,Shrimp with Broccoli 芥蘭蝦,300,10,23,20,10
1426,Uncle Chen's Chinese Restaurant,Shrimp with Mixed Vegetables 什菜蝦,220,10,20,12,10
1427,Uncle Chen's Chinese Restaurant,Shrimp with Black Pepper Sauce 黑椒蝦,320,15,25,18,10
1428,Uncle Chen's Chinese Restaurant,Sweet and Sour Shrimp 甜酸蝦,430,55,25,12,10
1429,Uncle Chen's Chinese Restaurant,Shrimp with Cashew Nuts 腰果蝦,700,22,22,56,10
1430,Uncle Chen's Chinese Restaurant,Kung Pao Shrimp 宮保蝦,280,24,26,10,10
1431,Uncle Chen's Chinese Restaurant,Shrimp with Snow Peas 雪豆蝦,220,10,25,8,10
1432,Uncle Chen's Chinese Restaurant,Shrimp in Lobster Sauce 蝦龍糊,320,8,23,22,10
1433,Uncle Chen's Chinese Restaurant,Shrimp in Chili Sauce 干燒蝦,360,14,23,22,10
1434,Uncle Chen's Chinese Restaurant,Shrimp in Garlic Sauce 魚香蝦,700,35,25,50,10
1435,Uncle Chen's Chinese Restaurant,Curry Shrimp 咖哩蝦,420,15,25,28,10
1436,Uncle Chen's Chinese Restaurant,Shrimp with Hot Sichuan Sauce 四川蝦,700,35,40,40,10
1437,Uncle Chen's Chinese Restaurant,Moo Shu Shrimp 木須蝦,420,45,23,16,10
1438,Uncle Chen's Chinese Restaurant,Mixed Seafood with Tofu 海鮮豆腐,350,25,25,18,10
1439,Uncle Chen's Chinese Restaurant,12 oz. Canned Soda,150,39,0,0,10
1440,Uncle Chen's Chinese Restaurant,20 oz. Powerade Mountain Berry Blast,130,35,0,0,10
1441,Uncle Chen's Chinese Restaurant,0.5 Liter Bottled Water,0,0,0,0,10
1442,Uncle Chen's Chinese Restaurant,20 oz. Powerade Fruit Punch,130,35,0,0,10
1443,Uncle Chen's Chinese Restaurant,Monster Energy Drink,210,54,0,0,10
1444,Uncle Chen's Chinese Restaurant,Wang Lao Ji,100,25,0,0,10
1445,Uncle Chen's Chinese Restaurant,Mocha Frappuccino,250,45,3,6,10
1446,Uncle Chen's Chinese Restaurant,Coconut Water,46,9,2,0,10
1447,Uncle Chen's Chinese Restaurant,Steamed Rice,205,45,4,0,10
1448,Uncle Chen's Chinese Restaurant,Yum Yum Sauce,150,2,0,16,10
1449,Uncle Chen's Chinese Restaurant,Crispy Noodles,200,24,3,10,10
1450,Uncle Chen's Chinese Restaurant,Fried Rice,333,38,12,15,10
1451,Uncle Chen's Chinese Restaurant,Sweet and Sour Sauce,40,10,0,0,10
1452,Uncle Chen's Chinese Restaurant,Hot Oil,120,1,0,14,10
1453,Uncle Chen's Chinese Restaurant,Extra General Tso's Sauce,180,43,1,1,10
1454,Uncle Chen's Chinese Restaurant,Steamed Broccoli,100,20,7,1,10
1455,Uncle Chen's Chinese Restaurant,Extra Brown Sauce,70,15,1,1,10
1456,Uncle Chen's Chinese Restaurant,Sriracha Chili Sauce,5,1,0,0,10
1457,Uncle Chen's Chinese Restaurant,Extra Garlic Sauce,80,8,1,5,10
1458,Chipotle Mexican Grill,Burrito Bowl,650,71,32,25,11
1459,Chipotle Mexican Grill,Burrito,945,105,35,40,11
1460,Chipotle Mexican Grill,Quesadilla,710,70,35,33,11
1461,Chipotle Mexican Grill,Chips & Queso Blanco,770,89,17,41,11
1462,Chipotle Mexican Grill,Chips & Guacamole,770,85,10,47,11
1463,Chipotle Mexican Grill,Chips,540,73,7,25,11
1464,Chipotle Mexican Grill,Mexican Coca-Cola,150,39,0,0,11
1465,Chipotle Mexican Grill,Side of Guacamole,230,8,2,22,11
1466,Chipotle Mexican Grill,Large Chips & Large Queso Blanco,1560,194,29,83,11
1467,Chipotle Mexican Grill,Three Tacos,500,50,25,25,11
1468,Chipotle Mexican Grill,Large Chips & Large Guacamole,1430,190,20,71,11
1469,Chipotle Mexican Grill,Salad,200,20,12,8,11
1470,Chipotle Mexican Grill,High Protein Bowl,800,47,64,37,11
1471,Chipotle Mexican Grill,One Taco,250,23,12,13,11
1472,Chipotle Mexican Grill,Side of Queso Blanco,120,4,6,8,11
1473,Chipotle Mexican Grill,Tractor Organic Lemonade,120,30,0,0,11
1474,Chipotle Mexican Grill,Mexican Sprite,200,50,0,0,11
1475,Chipotle Mexican Grill,Kid's Build Your Own,345,35,20,15,11
1476,Chipotle Mexican Grill,Wholesome Bowl,460,23,32,29,11
1477,Chipotle Mexican Grill,Bottled Water,0,0,0,0,11
1478,Chipotle Mexican Grill,Burrito Bowl,650,70,40,22,11
1479,Chipotle Mexican Grill,Burrito,945,97,45,40,11
1480,Chipotle Mexican Grill,Chips & Queso Blanco,770,89,14,41,11
1481,Chipotle Mexican Grill,Chips & Guacamole,770,85,10,42,11
1482,Chipotle Mexican Grill,Quesadilla,700,80,35,30,11
1483,Chipotle Mexican Grill,Burrito Bowl,650,71,34,25,11
1484,Chipotle Mexican Grill,Quesadilla,700,70,37,35,11
1485,Chipotle Mexican Grill,Kid's Quesadilla,740,88,24,30,11
1486,Chipotle Mexican Grill,Burrito,945,104,35,40,11
1487,Chipotle Mexican Grill,Kid's Build Your Own,400,35,24,20,11
1488,Chipotle Mexican Grill,One Taco,250,20,12,16,11
1489,Chipotle Mexican Grill,Three Tacos,700,75,40,25,11
1490,Chipotle Mexican Grill,Salad,510,35,30,28,11
1491,Chipotle Mexican Grill,High Protein Bowl,800,70,65,30,11
1492,Chipotle Mexican Grill,Wholesome Bowl,535,34,42,29,11
1493,Chipotle Mexican Grill,Grain Freedom Bowl,570,22,38,35,11
1494,Chipotle Mexican Grill,Balanced Macros Bowl,750,61,45,33,11
1495,Chipotle Mexican Grill,Veggie Full Bowl,745,109,20,30,11
1496,Chipotle Mexican Grill,Go Half Veggie Bowl,650,76,34,27,11
1497,Chipotle Mexican Grill,Plant Powered Bowl,655,89,22,27,11
1498,Chipotle Mexican Grill,Chips,570,73,7,27,11
1499,Chipotle Mexican Grill,Chips & Queso Blanco,770,83,17,41,11
1500,Chipotle Mexican Grill,Chips & Guacamole,770,85,10,41,11
1501,Chipotle Mexican Grill,Side of Guacamole,230,8,2,22,11
1502,Chipotle Mexican Grill,Tortilla on the Side,320,50,7,9,11
1503,Chipotle Mexican Grill,Large Chips & Large Queso Blanco,1560,177,29,83,11
1504,Chipotle Mexican Grill,Side of Queso Blanco,120,5,6,8,11
1505,Chipotle Mexican Grill,Chips & Tomatillo-Red Chili Salsa,570,73,8,27,11
1506,Chipotle Mexican Grill,Chips & Fresh Tomato Salsa,570,73,8,27,11
1507,Chipotle Mexican Grill,Chips & Tomatillo-Green Chili Salsa,570,73,8,27,11
1508,Chipotle Mexican Grill,Large Chips & Large Guacamole,1450,190,17,74,11
1509,Chipotle Mexican Grill,Large Side of Queso Blanco,770,19,41,62,11
1510,Chipotle Mexican Grill,Large Side of Guacamole,370,20,4,34,11
1511,Chipotle Mexican Grill,Chips & Roasted Chili-Corn Salsa,570,77,8,27,11
1512,Chipotle Mexican Grill,Mexican Coca-Cola,150,39,0,0,11
1513,Chipotle Mexican Grill,Blackberry Izze,120,29,0,0,11
1514,Chipotle Mexican Grill,Mexican Sprite,200,50,0,0,11
1515,Chipotle Mexican Grill,Bottled Water,0,0,0,0,11
1516,Chipotle Mexican Grill,Tractor Organic Lemonade,120,30,0,0,11
1517,Chipotle Mexican Grill,Apple Juice,120,30,0,0,11
1518,Chipotle Mexican Grill,Grapefruit Izze,160,41,0,0,11
1519,Chipotle Mexican Grill,Tractor Organic Black Tea,0,0,0,0,11
1520,Chipotle Mexican Grill,San Pellegrino Sparkling,0,0,0,0,11
1521,Taco Bell,MTN DEW® Baja Blast®,220,58,0,0,12
1522,Taco Bell,Breakfast Crunchwrap Bacon,670,51,21,41,12
1523,Taco Bell,Grande Toasted Breakfast Burrito Steak,570,50,27,31,12
1524,Taco Bell,MTN DEW® Baja Blast® Freeze,190,51,0,0,12
1525,Taco Bell,Blue Raspberry Freeze,190,51,0,0,12
1526,Taco Bell,Pepsi®,150,41,0,0,12
1527,Taco Bell,Mug® Root Beer,200,52,0,0,12
1528,Taco Bell,Diet Pepsi®,0,0,0,0,12
1529,Taco Bell,Dr Pepper®,150,40,0,0,12
1530,Taco Bell,Dole® Lemonade Strawberry Squeeze,200,51,0,0,12
1531,Taco Bell,Brisk® Dragon Paradise™ Sparkling Iced Tea,70,19,0,0,12
1532,Taco Bell,Pepsi® Zero Sugar,0,0,0,0,12
1533,Taco Bell,MTN DEW®,170,46,0,0,12
1534,Taco Bell,MTN DEW® Zero,0,0,0,0,12
1535,Taco Bell,Brisk® Mango Fiesta,170,44,0,0,12
1536,Taco Bell,Starry®,150,40,0,0,12
1537,Taco Bell,Wild Strawberry Freeze,190,50,0,0,12
1538,Taco Bell,Cinnabon Delights® 2 Pack,160,21,2,9,12
1539,Taco Bell,MTN DEW® Baja Blast®,220,58,0,0,12
1540,Taco Bell,Cinnabon Delights® 12 Pack,930,106,12,54,12
1541,Taco Bell,Blue Raspberry Freeze,190,51,0,0,12
1542,Taco Bell,Grande Toasted Breakfast Burrito Steak,570,50,27,31,12
1543,Taco Bell,Breakfast Crunchwrap Bacon,670,51,21,42,12
1544,Taco Bell,Cinnabon Delights® 12 Pack,930,106,9,53,12
1545,Taco Bell,Cinnabon Delights® 2 Pack,160,21,2,9,12
1546,Taco Bell,Breakfast Salsa,5,1,0,0,12
1547,Taco Bell,Cheesy Toasted Breakfast Burrito Sausage,550,52,20,30,12
1548,Taco Bell,Grande Toasted Breakfast Burrito Steak,570,50,25,30,12
1549,Taco Bell,Grande Toasted Breakfast Burrito Sausage,570,51,23,32,12
1550,Taco Bell,Breakfast Quesadilla Sausage,510,36,21,33,12
1551,Taco Bell,Breakfast Quesadilla Steak,510,38,28,30,12
1552,Taco Bell,Grande Toasted Breakfast Burrito Bacon,570,51,21,31,12
1553,Taco Bell,Cheesy Toasted Breakfast Burrito Potato,340,41,12,16,12
1554,Taco Bell,Breakfast California Crunchwrap,670,50,25,42,12
1555,Taco Bell,Bell Breakfast Box,1070,111,28,59,12
1556,Taco Bell,Breakfast Crunchwrap Sausage,670,51,21,42,12
1557,Taco Bell,Cheesy Toasted Breakfast Burrito Bacon,350,35,13,18,12
1558,Taco Bell,Grande Toasted Breakfast Burrito Combo,570,51,21,31,12
1559,Taco Bell,Breakfast Quesadilla Bacon,510,36,25,31,12
1560,Taco Bell,Breakfast Quesadilla Combo,700,61,21,41,12
1561,Taco Bell,Breakfast Crunchwrap Combo,930,101,29,46,12
1562,Taco Bell,Hash Brown,160,15,1,11,12
1563,Taco Bell,Mild Sauce Packet,0,0,0,0,12
1564,Taco Bell,Hot Sauce Packet,0,0,0,0,12
1565,Taco Bell,Fire Sauce Packet,0,0,0,0,12
1566,Taco Bell,Diablo Sauce Packet,0,0,0,0,12
1567,Taco Bell,MTN DEW® Baja Blast®,280,74,0,0,12
1568,Taco Bell,Blue Raspberry Freeze,190,51,0,0,12
1569,Taco Bell,Diet Pepsi®,0,0,0,0,12
1570,Taco Bell,Pepsi®,150,41,0,0,12
1571,Taco Bell,Starry®,0,0,0,0,12
1572,Taco Bell,MTN DEW®,170,46,0,0,12
1573,Taco Bell,Dr Pepper®,150,40,0,0,12
1574,Taco Bell,Dole® Lemonade Strawberry Squeeze,190,51,0,0,12
1575,Taco Bell,Tropicana® Orange Juice,140,34,2,0,12
1576,Taco Bell,MTN DEW® Zero,0,0,0,0,12
1577,Taco Bell,Mug® Root Beer,200,52,0,0,12
1578,Taco Bell,Brisk® Dragon Paradise™ Sparkling Iced Tea,100,26,0,0,12
1579,Taco Bell,Brisk® Mango Fiesta,160,42,0,0,12
1580,Taco Bell,Wild Strawberry Freeze,190,49,0,0,12
1581,Taco Bell,Pepsi® Zero Sugar,0,0,0,0,12
1582,Taco Bell,Lipton® Unsweetened Iced Tea,0,0,0,0,12
1583,Taco Bell,Double Berry Freeze,190,51,0,0,12
1584,Taco Bell,MTN DEW® Baja Blast® Freeze,220,58,0,0,12
1585,Taco Bell,G2 Gatorade® Fruit Punch,80,21,0,0,12
1586,Taco Bell,Aquafina® Bottled Water,0,0,0,0,12
1587,Taco Bell,Crunchwrap Supreme®,530,71,16,21,12
1588,Taco Bell,Chicken Quesadilla,510,38,27,28,12
1589,Taco Bell,Nacho Cheese Doritos® Locos Tacos,170,13,8,10,12
1590,Taco Bell,MTN DEW® Baja Blast®,220,58,0,0,12
1591,Taco Bell,Beefy Melt Burrito,430,52,14,18,12
1592,Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,500,42,20,28,12
1593,Taco Bell,Cheesy Fiesta Potatoes,230,28,3,12,12
1594,Taco Bell,Cheesy Gordita Crunch,500,41,20,28,12
1595,Taco Bell,Beefy 5-Layer Burrito,490,64,19,18,12
1596,Taco Bell,Grilled Cheese Burrito,710,74,26,35,12
1597,Taco Bell,3 Doritos® Locos Tacos Supreme Combo,700,74,25,35,12
1598,Taco Bell,Chipotle Ranch Grilled Chicken Burrito,430,48,21,16,12
1599,Taco Bell,MTN DEW® Baja Blast® Freeze,190,51,0,0,12
1600,Taco Bell,Crunchwrap Supreme® Combo,870,94,21,44,12
1601,Taco Bell,Chips and Nacho Cheese Sauce,220,27,5,11,12
1602,Taco Bell,Chalupa Supreme®,350,29,14,20,12
1603,Taco Bell,Crunchy Taco,170,13,8,10,12
1604,Taco Bell,Soft Taco,180,18,9,9,12
1605,Taco Bell,Blue Raspberry Freeze,190,51,0,0,12
1606,Taco Bell,Steak Quesadilla,520,38,27,28,12
1607,Taco Bell,Crunchwrap Supreme®,530,71,16,21,12
1608,Taco Bell,Cinnabon Delights® 2 Pack,160,21,2,9,12
1609,Taco Bell,Nacho Cheese Doritos® Locos Tacos,170,13,8,10,12
1610,Taco Bell,MTN DEW® Baja Blast®,290,76,0,0,12
1611,Taco Bell,Chicken Quesadilla,510,39,27,28,12
1612,Taco Bell,Large Nacho Fries,570,63,8,30,12
1613,Taco Bell,Nacho Fries,320,43,4,16,12
1614,Taco Bell,Rolled Chicken Tacos 4 Pack,490,48,20,26,12
1615,Taco Bell,Rolled Chicken Tacos 2 Pack,450,39,20,24,12
1616,Taco Bell,Taco & Burrito Cravings Pack,1900,210,70,90,12
1617,Taco Bell,Taco Party Pack,2160,216,84,108,12
1618,Taco Bell,Soft Taco Party Pack,2520,222,108,144,12
1619,Taco Bell,Supreme Soft Taco Party Pack,2640,252,96,144,12
1620,Taco Bell,Wild Strawberry Freeze,190,51,0,0,12
1621,Taco Bell,Supreme Taco Party Pack,2600,216,108,156,12
1622,Taco Bell,Grilled Cheese Nacho Fries - Beef,710,66,13,44,12
1623,Taco Bell,"Grilled Cheese Nacho Fries - Beef, Spicy",420,35,12,26,12
1624,Taco Bell,Grilled Cheese Nacho Fries - Steak,710,65,20,42,12
1625,Taco Bell,"Grilled Cheese Nacho Fries - Steak, Spicy",710,73,21,38,12
1626,Taco Bell,Rolled Chicken Tacos Deluxe Box,1200,163,36,54,12
1627,Taco Bell,Double Berry Freeze,190,51,0,0,12
1628,Taco Bell,Cravings Box,1270,177,31,54,12
1629,Taco Bell,Crunchwrap Supreme® Combo,910,101,27,45,12
1630,Taco Bell,3 Doritos® Locos Tacos Supreme Combo,960,99,33,52,12
1631,Taco Bell,Chicken Quesadilla Combo,940,98,38,45,12
1632,Taco Bell,3 Doritos® Locos Tacos Combo,1030,114,25,51,12
1633,Taco Bell,Steak Grilled Cheese Burrito Combo,1050,109,35,55,12
1634,Taco Bell,Classic Combo,970,149,25,31,12
1635,Taco Bell,2 Chicken Chalupas Supreme Combo,930,99,37,46,12
1636,Taco Bell,3 Soft Tacos Combo,700,65,25,35,12
1637,Taco Bell,3 Crunchy Tacos Combo,930,98,31,47,12
1638,Taco Bell,3 Soft Tacos Supreme® Combo,580,62,21,29,12
1639,Taco Bell,Mexican Pizza Combo,1070,136,32,46,12
1640,Taco Bell,Burrito Supreme® Combo,880,112,29,38,12
1641,Taco Bell,Nachos BellGrande® Combo,760,83,19,38,12
1642,Taco Bell,3 Crunchy Tacos Supreme® Combo,880,92,28,46,12
1643,Taco Bell,Rolled Chicken Tacos Deluxe Box,1200,155,35,55,12
1644,Taco Bell,Cravings Box,1230,172,33,51,12
1645,Taco Bell,Meal for 2,1900,214,60,98,12
1646,Taco Bell,Meal for 4,3540,431,126,171,12
1647,Taco Bell,Taco & Burrito Cravings Pack,1800,194,70,90,12
1648,Taco Bell,Taco Party Pack,2100,206,70,126,12
1649,Taco Bell,Veggie Meal for 2,2200,280,60,100,12
1650,Taco Bell,Variety Taco Party Pack,2160,216,72,120,12
1651,Taco Bell,Soft Taco Party Pack,2640,312,84,120,12
1652,Taco Bell,Supreme Soft Taco Party Pack,2640,252,84,144,12
1653,Taco Bell,Supreme Taco Party Pack,2280,216,84,132,12
1654,Taco Bell,Supreme Variety Taco Party Pack,2500,210,80,150,12
1655,Taco Bell,Mild Sauce Packet,0,0,0,0,12
1656,Taco Bell,Hot Sauce Packet,0,0,0,0,12
1657,Taco Bell,Fire Sauce Packet,0,0,0,0,12
1658,Taco Bell,Diablo Sauce Packet,0,0,0,0,12
1659,Taco Bell,Crunchwrap Supreme®,530,71,16,21,12
1660,Taco Bell,Nacho Fries,320,43,4,16,12
1661,Taco Bell,Chicken Chipotle Melt,190,18,10,9,12
1662,Taco Bell,Rolled Chicken Tacos 2 Pack,330,26,12,19,12
1663,Taco Bell,Cheesy Roll Up,180,15,9,9,12
1664,Taco Bell,Mexican Pizza,540,49,20,29,12
1665,Taco Bell,Black Bean Crunchwrap Supreme®,510,68,16,20,12
1666,Taco Bell,Large Nacho Fries,570,68,7,29,12
1667,Taco Bell,Veggie Mexican Pizza,550,65,15,25,12
1668,Taco Bell,Rolled Chicken Tacos 4 Pack,490,39,20,28,12
1669,Taco Bell,Grilled Cheese Nacho Fries - Beef,420,34,12,27,12
1670,Taco Bell,"Grilled Cheese Nacho Fries - Beef, Spicy",760,81,19,41,12
1671,Taco Bell,Grilled Cheese Nacho Fries - Steak,710,66,18,41,12
1672,Taco Bell,"Grilled Cheese Nacho Fries - Steak, Spicy",710,57,19,45,12
1673,Taco Bell,Nacho Cheese Doritos® Locos Tacos,170,13,8,10,12
1674,Taco Bell,Doritos® Cheesy Gordita Crunch - Nacho Cheese,500,47,20,28,12
1675,Taco Bell,Cheesy Gordita Crunch,500,41,20,28,12
1676,Taco Bell,Soft Taco,180,18,9,9,12
1677,Taco Bell,Spicy Potato Soft Taco,230,27,4,11,12
1678,Taco Bell,Chalupa Supreme®,350,29,14,20,12
1679,Taco Bell,Crunchy Taco,170,13,8,10,12
1680,Taco Bell,Nacho Cheese Doritos® Locos Tacos Supreme®,190,18,8,10,12
1681,Taco Bell,Soft Taco Supreme®,230,21,10,12,12
1682,Taco Bell,Crunchy Taco Supreme®,190,15,8,11,12
1683,Taco Bell,Black Bean Chalupa Supreme®,330,38,11,14,12
1684,Taco Bell,Beefy 5-Layer Burrito,490,64,19,18,12
1685,Taco Bell,Grilled Cheese Burrito,710,74,26,35,12
1686,Taco Bell,Beefy Melt Burrito,430,52,16,18,12
1687,Taco Bell,Cheesy Bean and Rice Burrito,420,55,9,18,12
1688,Taco Bell,Chipotle Ranch Grilled Chicken Burrito,420,48,23,16,12
1689,Taco Bell,Burrito Supreme®,390,51,16,14,12
1690,Taco Bell,Fiesta Veggie Burrito,550,80,14,20,12
1691,Taco Bell,Bean Burrito,380,56,14,11,12
1692,Taco Bell,Chicken Quesadilla,510,35,27,28,12
1693,Taco Bell,Cheese Quesadilla,460,36,16,28,12
1694,Taco Bell,Steak Quesadilla,520,38,27,30,12
1695,Taco Bell,Nachos BellGrande®,740,83,19,38,12
1696,Taco Bell,Chips and Nacho Cheese Sauce,220,27,5,11,12
1697,Taco Bell,Beefy Melt Burrito,430,53,15,18,12
1698,Taco Bell,Cheesy Bean and Rice Burrito,420,54,9,18,12
1699,Taco Bell,Chipotle Ranch Grilled Chicken Burrito,420,47,21,18,12
1700,Taco Bell,Spicy Potato Soft Taco,230,28,4,11,12
1701,Taco Bell,Cinnamon Twists,170,25,1,7,12
1702,Taco Bell,Fiesta Veggie Burrito,650,106,20,23,12
1703,Taco Bell,Cheesy Roll Up,180,15,9,9,12
1704,Taco Bell,Classic Combo,870,121,20,35,12
1705,Taco Bell,Cinnabon Delights® 2 Pack,160,18,2,9,12
1706,Taco Bell,Cinnamon Twists,170,25,1,7,12
1707,Taco Bell,Cinnabon Delights® 12 Pack,930,105,13,53,12
1708,Taco Bell,Cheesy Fiesta Potatoes,230,28,3,12,12
1709,Taco Bell,Large Nacho Fries,570,68,8,29,12
1710,Taco Bell,Nacho Fries,320,43,4,16,12
1711,Taco Bell,Fire Sauce Packet,0,0,0,0,12
1712,Taco Bell,Mild Sauce Packet,0,0,0,0,12
1713,Taco Bell,Chips and Nacho Cheese Sauce,220,27,5,11,12
1714,Taco Bell,Hot Sauce Packet,0,0,0,0,12
1715,Taco Bell,Nacho Cheese Sauce,50,5,0,4,12
1716,Taco Bell,Diablo Sauce Packet,0,0,0,0,12
1717,Taco Bell,Chipotle Sauce,70,1,0,7,12
1718,Taco Bell,Spicy Ranch,240,2,1,25,12
1719,Taco Bell,Reduced-Fat Sour Cream,30,2,1,2,12
1720,Taco Bell,Avocado Ranch Sauce,100,1,0,11,12
1721,Taco Bell,Cinnabon Delights® 2 Pack,160,20,2,9,12
1722,Taco Bell,Guacamole,45,3,1,4,12
1723,Taco Bell,Cinnabon Delights® 12 Pack,930,106,13,53,12
1724,Taco Bell,Red Sauce,10,2,0,0,12
1725,Taco Bell,Creamy Jalapeño Sauce,70,1,0,7,12
1726,Taco Bell,Black Beans and Rice,220,40,6,3.5,12
1727,Taco Bell,Pintos N Cheese,190,20,9,8,12
1728,Taco Bell,Black Beans,50,8,3,1,12
1729,Taco Bell,MTN DEW® Baja Blast®,220,58,0,0,12
1730,Taco Bell,Blue Raspberry Freeze,190,51,0,0,12
1731,Taco Bell,Diet Pepsi®,0,0,0,0,12
1732,Taco Bell,Pepsi®,150,41,0,0,12
1733,Taco Bell,Starry®,0,0,0,0,12
1734,Taco Bell,MTN DEW®,170,46,0,0,12
1735,Taco Bell,Dr Pepper®,150,40,0,0,12
1736,Taco Bell,Dole® Lemonade Strawberry Squeeze,190,51,0,0,12
1737,Taco Bell,Tropicana® Orange Juice,140,33,2,0,12
1738,Taco Bell,MTN DEW® Zero,0,0,0,0,12
1739,Taco Bell,Mug® Root Beer,170,46,0,0,12
1740,Taco Bell,Brisk® Dragon Paradise™ Sparkling Iced Tea,160,42,0,0,12
1741,Taco Bell,Brisk® Mango Fiesta,170,44,0,0,12
1742,Taco Bell,Wild Strawberry Freeze,190,51,0,0,12
1743,Taco Bell,Pepsi® Zero Sugar,0,0,0,0,12
1744,Taco Bell,Lipton® Unsweetened Iced Tea,0,0,0,0,12
1745,Taco Bell,Double Berry Freeze,180,48,0,0,12
1746,Taco Bell,MTN DEW® Baja Blast® Freeze,220,58,0,0,12
1747,Taco Bell,G2 Gatorade® Fruit Punch,80,21,0,0,12
1748,Taco Bell,Aquafina® Bottled Water,0,0,0,0,12
1749,Taco Bell,Power Menu Bowl,470,49,26,20,12
1750,Taco Bell,Power Menu Bowl - Veggie,430,54,12,20,12
1751,Taco Bell,Cheesy Fiesta Potatoes,230,28,3,12,12
1752,Taco Bell,Spicy Potato Soft Taco,230,27,5,11,12
1753,Taco Bell,Cheesy Bean and Rice Burrito,420,55,9,18,12
1754,Taco Bell,Cinnabon Delights® 2 Pack,160,21,2,9,12
1755,Taco Bell,Chips and Nacho Cheese Sauce,220,27,5,11,12
1756,Taco Bell,Cheesy Roll Up,180,15,9,9,12
1757,Taco Bell,Fiesta Veggie Burrito,550,69,16,22,12
1758,Taco Bell,Cinnabon Delights® 12 Pack,930,105,10,51,12
1759,Taco Bell,Cheese Quesadilla,460,37,19,27,12
1760,Taco Bell,Bean Burrito,350,56,13,9,12
1761,Taco Bell,Black Bean Crunchwrap Supreme®,530,71,16,21,12
1762,Taco Bell,Black Bean Chalupa Supreme®,330,38,10,15,12
1763,Taco Bell,Veggie Mexican Pizza,540,64,16,24,12
1764,Taco Bell,Power Menu Bowl - Veggie,430,52,12,20,12
1765,Taco Bell,Black Beans and Rice,160,34,5,3.5,12
1766,Taco Bell,Pintos N Cheese,180,21,7,7,12
1767,Taco Bell,Black Beans,50,8,3,1,12
1768,Osaka,3 Roll Special,500,75,20,15,13
1769,Osaka,Spicy Tuna Roll,290,26,24,11,13
1770,Osaka,Crab Rangoon,222,24,4,13,13
1771,Osaka,California Roll,255,38,9,7,13
1772,Osaka,Shrimp Tempura Roll,508,71,20,18,13
1773,Osaka,3 Roll Special,500,75,20,10,13
1774,Osaka,Steam Chicken Broccoli,220,15,26,6,13
1775,Osaka,Steam Seafood Delight,300,10,50,5,13
1776,Osaka,Steam Mixed Vegetable,100,24,5,0,13
1777,Osaka,Steam Shrimp Broccoli,120,5,20,2,13
1778,Osaka,General T's Chicken,1534,92,98,88,13
1779,Osaka,Sesame Chicken,420,30,25,24,13
1780,Osaka,chicken lo mein,500,60,20,15,13
1781,Osaka,Chicken Broccoli,280,15,34,9,13
1782,Osaka,Orange Chicken,450,45,15,20,13
1783,Osaka,Beef  lo mein,430,58,23,11,13
1784,Osaka,Vegetable Lo Mein,510,92,15,10,13
1785,Osaka,Beef Broccoli,300,20,25,14,13
1786,Osaka,Golden Tofu,300,35,10,14,13
1787,Osaka,Tofu mixed Vegetable,200,18,12,10,13
1788,Osaka,Honey Crispy Chicken,450,50,25,18,13
